queue_id,capture_date,broad_category_slug,broad_category_name,sub_category,micro_niche,keyword,source_level,research_priority,my_fit,selection_mode,entrypoints,primary_goal,product_target_per_keyword,shop_target_per_keyword,video_target_per_keyword,live_target_per_keyword,refresh_days,tiktok_search_url,tiktok_tag_url,google_shop_query_url,status,notes
KW-0130,2026-05-10,collectibles,Collectibles,Display accessories,Cases and stands,acrylic stand,micro_niche,watch,low,search_only,search|shop,Find practical utility products with lower content dependence,18,5,6,2,10,https://www.tiktok.com/search?q=acrylic+stand,https://www.tiktok.com/tag/acrylic-stand,https://www.google.com/search?q=site%3Ashop.tiktok.com%2Fview%2Fproduct+%22acrylic+stand%22+Malaysia,todo,
KW-0131,2026-05-10,collectibles,Collectibles,Display accessories,Cases and stands,display case,micro_niche,watch,low,search_only,search|shop,Find practical utility products with lower content dependence,18,5,6,2,10,https://www.tiktok.com/search?q=display+case,https://www.tiktok.com/tag/display-case,https://www.google.com/search?q=site%3Ashop.tiktok.com%2Fview%2Fproduct+%22display+case%22+Malaysia,todo,
KW-0132,2026-05-10,collectibles,Collectibles,Display accessories,Cases and stands,figure shelf,micro_niche,watch,low,search_only,search|shop,Find practical utility products with lower content dependence,18,5,6,2,10,https://www.tiktok.com/search?q=figure+shelf,https://www.tiktok.com/tag/figure-shelf,https://www.google.com/search?q=site%3Ashop.tiktok.com%2Fview%2Fproduct+%22figure+shelf%22+Malaysia,todo,
KW-0133,2026-05-10,collectibles,Collectibles,Event merch,Keychains and themed items,collector pin,micro_niche,watch,low,video_live,video|live|search,Find categories that depend on creator demonstration and live selling,18,5,6,2,10,https://www.tiktok.com/search?q=collector+pin,https://www.tiktok.com/tag/collector-pin,https://www.google.com/search?q=site%3Ashop.tiktok.com%2Fview%2Fproduct+%22collector+pin%22+Malaysia,todo,
KW-0134,2026-05-10,collectibles,Collectibles,Event merch,Keychains and themed items,fan item,micro_niche,watch,low,video_live,video|live|search,Find categories that depend on creator demonstration and live selling,18,5,6,2,10,https://www.tiktok.com/search?q=fan+item,https://www.tiktok.com/tag/fan-item,https://www.google.com/search?q=site%3Ashop.tiktok.com%2Fview%2Fproduct+%22fan+item%22+Malaysia,todo,
KW-0135,2026-05-10,collectibles,Collectibles,Event merch,Keychains and themed items,keychain merch,micro_niche,watch,low,video_live,video|live|search,Find categories that depend on creator demonstration and live selling,18,5,6,2,10,https://www.tiktok.com/search?q=keychain+merch,https://www.tiktok.com/tag/keychain-merch,https://www.google.com/search?q=site%3Ashop.tiktok.com%2Fview%2Fproduct+%22keychain+merch%22+Malaysia,todo,
KW-0136,2026-05-10,collectibles,Collectibles,Figures,Display figurines,anime figure,micro_niche,watch,low,review_led,search|review,Find products where trust and proof matter most,18,5,6,2,10,https://www.tiktok.com/search?q=anime+figure,https://www.tiktok.com/tag/anime-figure,https://www.google.com/search?q=site%3Ashop.tiktok.com%2Fview%2Fproduct+%22anime+figure%22+Malaysia,todo,
KW-0137,2026-05-10,collectibles,Collectibles,Figures,Display figurines,display figure,micro_niche,watch,low,review_led,search|review,Find products where trust and proof matter most,18,5,6,2,10,https://www.tiktok.com/search?q=display+figure,https://www.tiktok.com/tag/display-figure,https://www.google.com/search?q=site%3Ashop.tiktok.com%2Fview%2Fproduct+%22display+figure%22+Malaysia,todo,
KW-0138,2026-05-10,collectibles,Collectibles,Figures,Display figurines,mini statue,micro_niche,watch,low,review_led,search|review,Find products where trust and proof matter most,18,5,6,2,10,https://www.tiktok.com/search?q=mini+statue,https://www.tiktok.com/tag/mini-statue,https://www.google.com/search?q=site%3Ashop.tiktok.com%2Fview%2Fproduct+%22mini+statue%22+Malaysia,todo,
KW-0139,2026-05-10,computers-office,Computers & Office Equipment,,,cable organizer,broad_category,cautious,,,,broad category discovery,,,,,,https://www.tiktok.com/search?q=cable+organizer,https://www.tiktok.com/tag/cable-organizer,https://www.google.com/search?q=site%3Ashop.tiktok.com%2Fview%2Fproduct+%22cable+organizer%22+Malaysia,todo,
KW-0140,2026-05-10,computers-office,Computers & Office Equipment,,,desk mat,broad_category,cautious,,,,broad category discovery,,,,,,https://www.tiktok.com/search?q=desk+mat,https://www.tiktok.com/tag/desk-mat,https://www.google.com/search?q=site%3Ashop.tiktok.com%2Fview%2Fproduct+%22desk+mat%22+Malaysia,todo,
KW-0141,2026-05-10,computers-office,Computers & Office Equipment,,,keyboard,broad_category,cautious,,,,broad category discovery,,,,,,https://www.tiktok.com/search?q=keyboard,https://www.tiktok.com/tag/keyboard,https://www.google.com/search?q=site%3Ashop.tiktok.com%2Fview%2Fproduct+%22keyboard%22+Malaysia,todo,
KW-0142,2026-05-10,computers-office,Computers & Office Equipment,,,laptop stand,broad_category,cautious,,,,broad category discovery,,,,,,https://www.tiktok.com/search?q=laptop+stand,https://www.tiktok.com/tag/laptop-stand,https://www.google.com/search?q=site%3Ashop.tiktok.com%2Fview%2Fproduct+%22laptop+stand%22+Malaysia,todo,
KW-0143,2026-05-10,computers-office,Computers & Office Equipment,,,mouse,broad_category,cautious,,,,broad category discovery,,,,,,https://www.tiktok.com/search?q=mouse,https://www.tiktok.com/tag/mouse,https://www.google.com/search?q=site%3Ashop.tiktok.com%2Fview%2Fproduct+%22mouse%22+Malaysia,todo,
KW-0144,2026-05-10,computers-office,Computers & Office Equipment,Cable management,Cable boxes and clips,cable clip,micro_niche,cautious,medium,search_bundle,search|shop,Find low-ticket bundle and add-on opportunities,18,5,4,1,14,https://www.tiktok.com/search?q=cable+clip,https://www.tiktok.com/tag/cable-clip,https://www.google.com/search?q=site%3Ashop.tiktok.com%2Fview%2Fproduct+%22cable+clip%22+Malaysia,todo,
KW-0145,2026-05-10,computers-office,Computers & Office Equipment,Cable management,Cable boxes and clips,cable organizer,micro_niche,cautious,medium,search_bundle,search|shop,Find low-ticket bundle and add-on opportunities,18,5,4,1,14,https://www.tiktok.com/search?q=cable+organizer,https://www.tiktok.com/tag/cable-organizer,https://www.google.com/search?q=site%3Ashop.tiktok.com%2Fview%2Fproduct+%22cable+organizer%22+Malaysia,todo,
KW-0146,2026-05-10,computers-office,Computers & Office Equipment,Cable management,Cable boxes and clips,wire box,micro_niche,cautious,medium,search_bundle,search|shop,Find low-ticket bundle and add-on opportunities,18,5,4,1,14,https://www.tiktok.com/search?q=wire+box,https://www.tiktok.com/tag/wire-box,https://www.google.com/search?q=site%3Ashop.tiktok.com%2Fview%2Fproduct+%22wire+box%22+Malaysia,todo,
KW-0147,2026-05-10,computers-office,Computers & Office Equipment,Desk setup,Desk mats and organizers,desk mat,micro_niche,cautious,medium,search_bundle,search|shop,Find low-ticket bundle and add-on opportunities,18,5,4,1,14,https://www.tiktok.com/search?q=desk+mat,https://www.tiktok.com/tag/desk-mat,https://www.google.com/search?q=site%3Ashop.tiktok.com%2Fview%2Fproduct+%22desk+mat%22+Malaysia,todo,
KW-0148,2026-05-10,computers-office,Computers & Office Equipment,Desk setup,Desk mats and organizers,desk organizer,micro_niche,cautious,medium,search_bundle,search|shop,Find low-ticket bundle and add-on opportunities,18,5,4,1,14,https://www.tiktok.com/search?q=desk+organizer,https://www.tiktok.com/tag/desk-organizer,https://www.google.com/search?q=site%3Ashop.tiktok.com%2Fview%2Fproduct+%22desk+organizer%22+Malaysia,todo,
KW-0149,2026-05-10,computers-office,Computers & Office Equipment,Desk setup,Desk mats and organizers,pen holder,micro_niche,cautious,medium,search_bundle,search|shop,Find low-ticket bundle and add-on opportunities,18,5,4,1,14,https://www.tiktok.com/search?q=pen+holder,https://www.tiktok.com/tag/pen-holder,https://www.google.com/search?q=site%3Ashop.tiktok.com%2Fview%2Fproduct+%22pen+holder%22+Malaysia,todo,
KW-0150,2026-05-10,computers-office,Computers & Office Equipment,Ergonomics,Laptop stands and risers,laptop stand,micro_niche,cautious,medium,video_search,search|video,Find products with search demand and content proof,18,5,4,1,14,https://www.tiktok.com/search?q=laptop+stand,https://www.tiktok.com/tag/laptop-stand,https://www.google.com/search?q=site%3Ashop.tiktok.com%2Fview%2Fproduct+%22laptop+stand%22+Malaysia,todo,
KW-0151,2026-05-10,computers-office,Computers & Office Equipment,Ergonomics,Laptop stands and risers,monitor riser,micro_niche,cautious,medium,video_search,search|video,Find products with search demand and content proof,18,5,4,1,14,https://www.tiktok.com/search?q=monitor+riser,https://www.tiktok.com/tag/monitor-riser,https://www.google.com/search?q=site%3Ashop.tiktok.com%2Fview%2Fproduct+%22monitor+riser%22+Malaysia,todo,
KW-0152,2026-05-10,computers-office,Computers & Office Equipment,Ergonomics,Laptop stands and risers,tablet stand,micro_niche,cautious,medium,video_search,search|video,Find products with search demand and content proof,18,5,4,1,14,https://www.tiktok.com/search?q=tablet+stand,https://www.tiktok.com/tag/tablet-stand,https://www.google.com/search?q=site%3Ashop.tiktok.com%2Fview%2Fproduct+%22tablet+stand%22+Malaysia,todo,
KW-0153,2026-05-10,computers-office,Computers & Office Equipment,Input devices,Keyboard mouse combos,combo set,micro_niche,cautious,low,review_led,search|review,Find products where trust and proof matter most,18,5,4,1,14,https://www.tiktok.com/search?q=combo+set,https://www.tiktok.com/tag/combo-set,https://www.google.com/search?q=site%3Ashop.tiktok.com%2Fview%2Fproduct+%22combo+set%22+Malaysia,todo,
KW-0154,2026-05-10,computers-office,Computers & Office Equipment,Input devices,Keyboard mouse combos,keyboard,micro_niche,cautious,low,review_led,search|review,Find products where trust and proof matter most,18,5,4,1,14,https://www.tiktok.com/search?q=keyboard,https://www.tiktok.com/tag/keyboard,https://www.google.com/search?q=site%3Ashop.tiktok.com%2Fview%2Fproduct+%22keyboard%22+Malaysia,todo,
KW-0155,2026-05-10,computers-office,Computers & Office Equipment,Input devices,Keyboard mouse combos,mouse,micro_niche,cautious,low,review_led,search|review,Find products where trust and proof matter most,18,5,4,1,14,https://www.tiktok.com/search?q=mouse,https://www.tiktok.com/tag/mouse,https://www.google.com/search?q=site%3Ashop.tiktok.com%2Fview%2Fproduct+%22mouse%22+Malaysia,todo,
KW-0156,2026-05-10,computers-office,Computers & Office Equipment,Study supplies,Portable whiteboards and timers,planner board,micro_niche,cautious,low,search_only,search|shop,Find practical utility products with lower content dependence,18,5,4,1,14,https://www.tiktok.com/search?q=planner+board,https://www.tiktok.com/tag/planner-board,https://www.google.com/search?q=site%3Ashop.tiktok.com%2Fview%2Fproduct+%22planner+board%22+Malaysia,todo,
KW-0157,2026-05-10,computers-office,Computers & Office Equipment,Study supplies,Portable whiteboards and timers,study timer,micro_niche,cautious,low,search_only,search|shop,Find practical utility products with lower content dependence,18,5,4,1,14,https://www.tiktok.com/search?q=study+timer,https://www.tiktok.com/tag/study-timer,https://www.google.com/search?q=site%3Ashop.tiktok.com%2Fview%2Fproduct+%22study+timer%22+Malaysia,todo,
KW-0158,2026-05-10,computers-office,Computers & Office Equipment,Study supplies,Portable whiteboards and timers,whiteboard,micro_niche,cautious,low,search_only,search|shop,Find practical utility products with lower content dependence,18,5,4,1,14,https://www.tiktok.com/search?q=whiteboard,https://www.tiktok.com/tag/whiteboard,https://www.google.com/search?q=site%3Ashop.tiktok.com%2Fview%2Fproduct+%22whiteboard%22+Malaysia,todo,
KW-0159,2026-05-10,fashion-accessories,Fashion Accessories,,,belt,broad_category,watch,,,,broad category discovery,,,,,,https://www.tiktok.com/search?q=belt,https://www.tiktok.com/tag/belt,https://www.google.com/search?q=site%3Ashop.tiktok.com%2Fview%2Fproduct+%22belt%22+Malaysia,todo,
KW-0160,2026-05-10,fashion-accessories,Fashion Accessories,,,cap,broad_category,watch,,,,broad category discovery,,,,,,https://www.tiktok.com/search?q=cap,https://www.tiktok.com/tag/cap,https://www.google.com/search?q=site%3Ashop.tiktok.com%2Fview%2Fproduct+%22cap%22+Malaysia,todo,
KW-0161,2026-05-10,fashion-accessories,Fashion Accessories,,,hair clip,broad_category,watch,,,,broad category discovery,,,,,,https://www.tiktok.com/search?q=hair+clip,https://www.tiktok.com/tag/hair-clip,https://www.google.com/search?q=site%3Ashop.tiktok.com%2Fview%2Fproduct+%22hair+clip%22+Malaysia,todo,
KW-0162,2026-05-10,fashion-accessories,Fashion Accessories,,,socks,broad_category,watch,,,,broad category discovery,,,,,,https://www.tiktok.com/search?q=socks,https://www.tiktok.com/tag/socks,https://www.google.com/search?q=site%3Ashop.tiktok.com%2Fview%2Fproduct+%22socks%22+Malaysia,todo,
KW-0163,2026-05-10,fashion-accessories,Fashion Accessories,,,wallet,broad_category,watch,,,,broad category discovery,,,,,,https://www.tiktok.com/search?q=wallet,https://www.tiktok.com/tag/wallet,https://www.google.com/search?q=site%3Ashop.tiktok.com%2Fview%2Fproduct+%22wallet%22+Malaysia,todo,
KW-0164,2026-05-10,fashion-accessories,Fashion Accessories,Belts and wallets,Basic accessories,belt,micro_niche,watch,medium,search_only,search|shop,Find practical utility products with lower content dependence,28,8,6,2,7,https://www.tiktok.com/search?q=belt,https://www.tiktok.com/tag/belt,https://www.google.com/search?q=site%3Ashop.tiktok.com%2Fview%2Fproduct+%22belt%22+Malaysia,todo,
KW-0165,2026-05-10,fashion-accessories,Fashion Accessories,Belts and wallets,Basic accessories,card holder,micro_niche,watch,medium,search_only,search|shop,Find practical utility products with lower content dependence,28,8,6,2,7,https://www.tiktok.com/search?q=card+holder,https://www.tiktok.com/tag/card-holder,https://www.google.com/search?q=site%3Ashop.tiktok.com%2Fview%2Fproduct+%22card+holder%22+Malaysia,todo,
KW-0166,2026-05-10,fashion-accessories,Fashion Accessories,Belts and wallets,Basic accessories,wallet,micro_niche,watch,medium,search_only,search|shop,Find practical utility products with lower content dependence,28,8,6,2,7,https://www.tiktok.com/search?q=wallet,https://www.tiktok.com/tag/wallet,https://www.google.com/search?q=site%3Ashop.tiktok.com%2Fview%2Fproduct+%22wallet%22+Malaysia,todo,
KW-0167,2026-05-10,fashion-accessories,Fashion Accessories,Caps and headwear,Caps and beanies,baseball cap,micro_niche,watch,medium,video_live,video|live|search,Find categories that depend on creator demonstration and live selling,28,8,6,2,7,https://www.tiktok.com/search?q=baseball+cap,https://www.tiktok.com/tag/baseball-cap,https://www.google.com/search?q=site%3Ashop.tiktok.com%2Fview%2Fproduct+%22baseball+cap%22+Malaysia,todo,
KW-0168,2026-05-10,fashion-accessories,Fashion Accessories,Caps and headwear,Caps and beanies,bucket hat,micro_niche,watch,medium,video_live,video|live|search,Find categories that depend on creator demonstration and live selling,28,8,6,2,7,https://www.tiktok.com/search?q=bucket+hat,https://www.tiktok.com/tag/bucket-hat,https://www.google.com/search?q=site%3Ashop.tiktok.com%2Fview%2Fproduct+%22bucket+hat%22+Malaysia,todo,
KW-0169,2026-05-10,fashion-accessories,Fashion Accessories,Caps and headwear,Caps and beanies,cap,micro_niche,watch,medium,video_live,video|live|search,Find categories that depend on creator demonstration and live selling,28,8,6,2,7,https://www.tiktok.com/search?q=cap,https://www.tiktok.com/tag/cap,https://www.google.com/search?q=site%3Ashop.tiktok.com%2Fview%2Fproduct+%22cap%22+Malaysia,todo,
KW-0170,2026-05-10,fashion-accessories,Fashion Accessories,Hair accessories,Clips scrunchies and bands,hair band,micro_niche,watch,high,video_search,search|video,Find products with search demand and content proof,28,8,6,2,7,https://www.tiktok.com/search?q=hair+band,https://www.tiktok.com/tag/hair-band,https://www.google.com/search?q=site%3Ashop.tiktok.com%2Fview%2Fproduct+%22hair+band%22+Malaysia,todo,
KW-0171,2026-05-10,fashion-accessories,Fashion Accessories,Hair accessories,Clips scrunchies and bands,hair clip,micro_niche,watch,high,video_search,search|video,Find products with search demand and content proof,28,8,6,2,7,https://www.tiktok.com/search?q=hair+clip,https://www.tiktok.com/tag/hair-clip,https://www.google.com/search?q=site%3Ashop.tiktok.com%2Fview%2Fproduct+%22hair+clip%22+Malaysia,todo,
KW-0172,2026-05-10,fashion-accessories,Fashion Accessories,Hair accessories,Clips scrunchies and bands,scrunchie,micro_niche,watch,high,video_search,search|video,Find products with search demand and content proof,28,8,6,2,7,https://www.tiktok.com/search?q=scrunchie,https://www.tiktok.com/tag/scrunchie,https://www.google.com/search?q=site%3Ashop.tiktok.com%2Fview%2Fproduct+%22scrunchie%22+Malaysia,todo,
KW-0173,2026-05-10,fashion-accessories,Fashion Accessories,Small jewelry support,Storage and organizer items,jewelry box,micro_niche,watch,low,search_bundle,search|shop,Find low-ticket bundle and add-on opportunities,28,8,6,2,7,https://www.tiktok.com/search?q=jewelry+box,https://www.tiktok.com/tag/jewelry-box,https://www.google.com/search?q=site%3Ashop.tiktok.com%2Fview%2Fproduct+%22jewelry+box%22+Malaysia,todo,
KW-0174,2026-05-10,fashion-accessories,Fashion Accessories,Small jewelry support,Storage and organizer items,ring holder,micro_niche,watch,low,search_bundle,search|shop,Find low-ticket bundle and add-on opportunities,28,8,6,2,7,https://www.tiktok.com/search?q=ring+holder,https://www.tiktok.com/tag/ring-holder,https://www.google.com/search?q=site%3Ashop.tiktok.com%2Fview%2Fproduct+%22ring+holder%22+Malaysia,todo,
KW-0175,2026-05-10,fashion-accessories,Fashion Accessories,Small jewelry support,Storage and organizer items,watch box,micro_niche,watch,low,search_bundle,search|shop,Find low-ticket bundle and add-on opportunities,28,8,6,2,7,https://www.tiktok.com/search?q=watch+box,https://www.tiktok.com/tag/watch-box,https://www.google.com/search?q=site%3Ashop.tiktok.com%2Fview%2Fproduct+%22watch+box%22+Malaysia,todo,
KW-0176,2026-05-10,fashion-accessories,Fashion Accessories,Socks,Plain and themed sock bundles,ankle socks,micro_niche,watch,high,search_bundle,search|shop,Find low-ticket bundle and add-on opportunities,28,8,6,2,7,https://www.tiktok.com/search?q=ankle+socks,https://www.tiktok.com/tag/ankle-socks,https://www.google.com/search?q=site%3Ashop.tiktok.com%2Fview%2Fproduct+%22ankle+socks%22+Malaysia,todo,
KW-0177,2026-05-10,fashion-accessories,Fashion Accessories,Socks,Plain and themed sock bundles,sock bundle,micro_niche,watch,high,search_bundle,search|shop,Find low-ticket bundle and add-on opportunities,28,8,6,2,7,https://www.tiktok.com/search?q=sock+bundle,https://www.tiktok.com/tag/sock-bundle,https://www.google.com/search?q=site%3Ashop.tiktok.com%2Fview%2Fproduct+%22sock+bundle%22+Malaysia,todo,
KW-0178,2026-05-10,fashion-accessories,Fashion Accessories,Socks,Plain and themed sock bundles,socks,micro_niche,watch,high,search_bundle,search|shop,Find low-ticket bundle and add-on opportunities,28,8,6,2,7,https://www.tiktok.com/search?q=socks,https://www.tiktok.com/tag/socks,https://www.google.com/search?q=site%3Ashop.tiktok.com%2Fview%2Fproduct+%22socks%22+Malaysia,todo,
KW-0179,2026-05-10,food-beverages,Food & Beverages,,,coffee sachet,broad_category,core,,,,broad category discovery,,,,,,https://www.tiktok.com/search?q=coffee+sachet,https://www.tiktok.com/tag/coffee-sachet,https://www.google.com/search?q=site%3Ashop.tiktok.com%2Fview%2Fproduct+%22coffee+sachet%22+Malaysia,todo,
KW-0180,2026-05-10,food-beverages,Food & Beverages,,,halal snack,broad_category,core,,,,broad category discovery,,,,,,https://www.tiktok.com/search?q=halal+snack,https://www.tiktok.com/tag/halal-snack,https://www.google.com/search?q=site%3Ashop.tiktok.com%2Fview%2Fproduct+%22halal+snack%22+Malaysia,todo,
KW-0181,2026-05-10,food-beverages,Food & Beverages,,,instant spaghetti,broad_category,core,,,,broad category discovery,,,,,,https://www.tiktok.com/search?q=instant+spaghetti,https://www.tiktok.com/tag/instant-spaghetti,https://www.google.com/search?q=site%3Ashop.tiktok.com%2Fview%2Fproduct+%22instant+spaghetti%22+Malaysia,todo,
KW-0182,2026-05-10,food-beverages,Food & Beverages,,,jeruk mangga,broad_category,core,,,,broad category discovery,,,,,,https://www.tiktok.com/search?q=jeruk+mangga,https://www.tiktok.com/tag/jeruk-mangga,https://www.google.com/search?q=site%3Ashop.tiktok.com%2Fview%2Fproduct+%22jeruk+mangga%22+Malaysia,todo,
KW-0183,2026-05-10,food-beverages,Food & Beverages,,,sambal,broad_category,core,,,,broad category discovery,,,,,,https://www.tiktok.com/search?q=sambal,https://www.tiktok.com/tag/sambal,https://www.google.com/search?q=site%3Ashop.tiktok.com%2Fview%2Fproduct+%22sambal%22+Malaysia,todo,
KW-0184,2026-05-10,food-beverages,Food & Beverages,Beverages,Coffee and drink sachets,coffee sachet,micro_niche,core,high,search_bundle,search|shop,Find low-ticket bundle and add-on opportunities,35,10,10,8,3,https://www.tiktok.com/search?q=coffee+sachet,https://www.tiktok.com/tag/coffee-sachet,https://www.google.com/search?q=site%3Ashop.tiktok.com%2Fview%2Fproduct+%22coffee+sachet%22+Malaysia,todo,
KW-0185,2026-05-10,food-beverages,Food & Beverages,Beverages,Coffee and drink sachets,drink mix,micro_niche,core,high,search_bundle,search|shop,Find low-ticket bundle and add-on opportunities,35,10,10,8,3,https://www.tiktok.com/search?q=drink+mix,https://www.tiktok.com/tag/drink-mix,https://www.google.com/search?q=site%3Ashop.tiktok.com%2Fview%2Fproduct+%22drink+mix%22+Malaysia,todo,
KW-0186,2026-05-10,food-beverages,Food & Beverages,Beverages,Coffee and drink sachets,matcha sachet,micro_niche,core,high,search_bundle,search|shop,Find low-ticket bundle and add-on opportunities,35,10,10,8,3,https://www.tiktok.com/search?q=matcha+sachet,https://www.tiktok.com/tag/matcha-sachet,https://www.google.com/search?q=site%3Ashop.tiktok.com%2Fview%2Fproduct+%22matcha+sachet%22+Malaysia,todo,
KW-0187,2026-05-10,food-beverages,Food & Beverages,Condiments,Sambal and sauces,chili sauce,micro_niche,core,medium,video_search,search|video,Find products with search demand and content proof,35,10,10,8,3,https://www.tiktok.com/search?q=chili+sauce,https://www.tiktok.com/tag/chili-sauce,https://www.google.com/search?q=site%3Ashop.tiktok.com%2Fview%2Fproduct+%22chili+sauce%22+Malaysia,todo,
KW-0188,2026-05-10,food-beverages,Food & Beverages,Condiments,Sambal and sauces,sambal,micro_niche,core,medium,video_search,search|video,Find products with search demand and content proof,35,10,10,8,3,https://www.tiktok.com/search?q=sambal,https://www.tiktok.com/tag/sambal,https://www.google.com/search?q=site%3Ashop.tiktok.com%2Fview%2Fproduct+%22sambal%22+Malaysia,todo,
KW-0189,2026-05-10,food-beverages,Food & Beverages,Condiments,Sambal and sauces,seasoning paste,micro_niche,core,medium,video_search,search|video,Find products with search demand and content proof,35,10,10,8,3,https://www.tiktok.com/search?q=seasoning+paste,https://www.tiktok.com/tag/seasoning-paste,https://www.google.com/search?q=site%3Ashop.tiktok.com%2Fview%2Fproduct+%22seasoning+paste%22+Malaysia,todo,
KW-0190,2026-05-10,food-beverages,Food & Beverages,Dessert mixes,Baking and sweet mixes,brownie mix,micro_niche,core,medium,video_live,video|live|search,Find categories that depend on creator demonstration and live selling,35,10,10,8,3,https://www.tiktok.com/search?q=brownie+mix,https://www.tiktok.com/tag/brownie-mix,https://www.google.com/search?q=site%3Ashop.tiktok.com%2Fview%2Fproduct+%22brownie+mix%22+Malaysia,todo,
KW-0191,2026-05-10,food-beverages,Food & Beverages,Dessert mixes,Baking and sweet mixes,dessert mix,micro_niche,core,medium,video_live,video|live|search,Find categories that depend on creator demonstration and live selling,35,10,10,8,3,https://www.tiktok.com/search?q=dessert+mix,https://www.tiktok.com/tag/dessert-mix,https://www.google.com/search?q=site%3Ashop.tiktok.com%2Fview%2Fproduct+%22dessert+mix%22+Malaysia,todo,
KW-0192,2026-05-10,food-beverages,Food & Beverages,Dessert mixes,Baking and sweet mixes,pancake premix,micro_niche,core,medium,video_live,video|live|search,Find categories that depend on creator demonstration and live selling,35,10,10,8,3,https://www.tiktok.com/search?q=pancake+premix,https://www.tiktok.com/tag/pancake-premix,https://www.google.com/search?q=site%3Ashop.tiktok.com%2Fview%2Fproduct+%22pancake+premix%22+Malaysia,todo,
KW-0193,2026-05-10,food-beverages,Food & Beverages,Instant meals,Noodles and pasta kits,instant noodle,micro_niche,core,high,video_search,search|video,Find products with search demand and content proof,35,10,10,8,3,https://www.tiktok.com/search?q=instant+noodle,https://www.tiktok.com/tag/instant-noodle,https://www.google.com/search?q=site%3Ashop.tiktok.com%2Fview%2Fproduct+%22instant+noodle%22+Malaysia,todo,
KW-0194,2026-05-10,food-beverages,Food & Beverages,Instant meals,Noodles and pasta kits,instant spaghetti,micro_niche,core,high,video_search,search|video,Find products with search demand and content proof,35,10,10,8,3,https://www.tiktok.com/search?q=instant+spaghetti,https://www.tiktok.com/tag/instant-spaghetti,https://www.google.com/search?q=site%3Ashop.tiktok.com%2Fview%2Fproduct+%22instant+spaghetti%22+Malaysia,todo,
KW-0195,2026-05-10,food-beverages,Food & Beverages,Instant meals,Noodles and pasta kits,meal kit,micro_niche,core,high,video_search,search|video,Find products with search demand and content proof,35,10,10,8,3,https://www.tiktok.com/search?q=meal+kit,https://www.tiktok.com/tag/meal-kit,https://www.google.com/search?q=site%3Ashop.tiktok.com%2Fview%2Fproduct+%22meal+kit%22+Malaysia,todo,
KW-0196,2026-05-10,food-beverages,Food & Beverages,Local treats,Pickled fruit and sour snacks,asam snack,micro_niche,core,high,video_live,video|live|search,Find categories that depend on creator demonstration and live selling,35,10,10,8,3,https://www.tiktok.com/search?q=asam+snack,https://www.tiktok.com/tag/asam-snack,https://www.google.com/search?q=site%3Ashop.tiktok.com%2Fview%2Fproduct+%22asam+snack%22+Malaysia,todo,
KW-0197,2026-05-10,food-beverages,Food & Beverages,Local treats,Pickled fruit and sour snacks,jeruk mangga,micro_niche,core,high,video_live,video|live|search,Find categories that depend on creator demonstration and live selling,35,10,10,8,3,https://www.tiktok.com/search?q=jeruk+mangga,https://www.tiktok.com/tag/jeruk-mangga,https://www.google.com/search?q=site%3Ashop.tiktok.com%2Fview%2Fproduct+%22jeruk+mangga%22+Malaysia,todo,
KW-0198,2026-05-10,food-beverages,Food & Beverages,Local treats,Pickled fruit and sour snacks,pickled fruit,micro_niche,core,high,video_live,video|live|search,Find categories that depend on creator demonstration and live selling,35,10,10,8,3,https://www.tiktok.com/search?q=pickled+fruit,https://www.tiktok.com/tag/pickled-fruit,https://www.google.com/search?q=site%3Ashop.tiktok.com%2Fview%2Fproduct+%22pickled+fruit%22+Malaysia,todo,
KW-0199,2026-05-10,food-beverages,Food & Beverages,Snacks,Halal chips and crackers,chips,micro_niche,core,high,video_search,search|video,Find products with search demand and content proof,35,10,10,8,3,https://www.tiktok.com/search?q=chips,https://www.tiktok.com/tag/chips,https://www.google.com/search?q=site%3Ashop.tiktok.com%2Fview%2Fproduct+%22chips%22+Malaysia,todo,
KW-0200,2026-05-10,food-beverages,Food & Beverages,Snacks,Halal chips and crackers,crackers,micro_niche,core,high,video_search,search|video,Find products with search demand and content proof,35,10,10,8,3,https://www.tiktok.com/search?q=crackers,https://www.tiktok.com/tag/crackers,https://www.google.com/search?q=site%3Ashop.tiktok.com%2Fview%2Fproduct+%22crackers%22+Malaysia,todo,
KW-0201,2026-05-10,food-beverages,Food & Beverages,Snacks,Halal chips and crackers,halal snack,micro_niche,core,high,video_search,search|video,Find products with search demand and content proof,35,10,10,8,3,https://www.tiktok.com/search?q=halal+snack,https://www.tiktok.com/tag/halal-snack,https://www.google.com/search?q=site%3Ashop.tiktok.com%2Fview%2Fproduct+%22halal+snack%22+Malaysia,todo,
KW-0202,2026-05-10,furniture,Furniture,,,bedside shelf,broad_category,late,,,,broad category discovery,,,,,,https://www.tiktok.com/search?q=bedside+shelf,https://www.tiktok.com/tag/bedside-shelf,https://www.google.com/search?q=site%3Ashop.tiktok.com%2Fview%2Fproduct+%22bedside+shelf%22+Malaysia,todo,
KW-0203,2026-05-10,furniture,Furniture,,,folding table,broad_category,late,,,,broad category discovery,,,,,,https://www.tiktok.com/search?q=folding+table,https://www.tiktok.com/tag/folding-table,https://www.google.com/search?q=site%3Ashop.tiktok.com%2Fview%2Fproduct+%22folding+table%22+Malaysia,todo,
